OBJECTID,X,Y,areaUnitID,bicycle,bus,carStationWagon,crashDirectionDescription,crashFinancialYear,crashLocation1,crashLocation2,crashSeverity,crashSHDescription,crashYear,directionRoleDescription,fatalCount,fence,flatHill,guardRail,holiday,houseOrBuilding,kerb,light,meshblockId,minorInjuryCount,moped,motorcycle,NumberOfLanes,otherVehicleType,parkedVehicle,pedestrian,region,roadCharacter,roadLane,roadSurface,schoolBus,seriousInjuryCount,slipOrFlood,speedLimit,strayAnimal,streetLight,suv,taxi,temporarySpeedLimit,tlaId,tlaName,trafficControl,trafficIsland,trafficSign,train,tree,truck,unknownVehicleType,urban,vanOrUtility,vehicle,waterRiver,weatherA
135420,1923582.0,5596664.0,545851.0,0.0,0.0,1.0,Null,2003/2004,SH 2,KENNELS CNR,Non-Injury Crash,Yes,2004,North,0.0,1.0,Hill Road,0.0,,0.0,0.0,Dark,1463900.0,0.0,0.0,0.0,2.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,100.0,0.0,None,0.0,0.0,,30.0,Hastings District,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Open,0.0,0.0,0.0,Light rain
543835,1929634.0,5605762.0,548200.0,1.0,0.0,1.0,Null,2010/2011,ST AUBYN ST WEST,TOMOANA ROAD,Non-Injury Crash,No,2011,West,0.0,,Flat,,,,,Dark,1490300.0,0.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,50.0,,On,0.0,0.0,,30.0,Hastings District,Traffic Signals,,,,,0.0,0.0,Urban,0.0,,,Fine
559874,1930772.0,5605044.0,548200.0,0.0,0.0,2.0,North,2017/2018,ALEXANDRA ST,MILLER ST,Non-Injury Crash,No,2017,South,0.0,0.0,Flat,0.0,,0.0,0.0,Dark,1495200.0,0.0,0.0,0.0,2.0,0.0,1.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,50.0,0.0,On,0.0,1.0,,30.0,Hastings District,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Light rain
654955,1929539.0,5604214.0,548300.0,0.0,0.0,0.0,North,2003/2004,HASTINGS ST SOUTH,PATTISON ROAD,Minor Crash,No,2003,West,0.0,,Flat,,,,,Bright sun,1503400.0,1.0,0.0,0.0,2.0,0.0,,1.0,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,50.0,,Null,0.0,0.0,,30.0,Hastings District,Nil,,,,,0.0,0.0,Urban,1.0,,,Fine
642971,1929344.0,5605544.0,547700.0,0.0,0.0,1.0,Null,2012/2013,HERETAUNGA ST WEST,TOMOANA ROAD,Non-Injury Crash,No,2012,North,0.0,,Flat,,,,,Overcast,1487900.0,0.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,50.0,,Null,0.0,0.0,,30.0,Hastings District,Give way,,,,,0.0,0.0,Urban,1.0,,,Fine
126609,1936894.0,5601514.0,545750.0,0.0,0.0,1.0,East,2010/2011,RIVER ROAD,TE MATA MANGATERETERE ROA,Non-Injury Crash,No,2011,East,0.0,0.0,Flat,0.0,,0.0,0.0,Dark,1466600.0,0.0,0.0,0.0,0.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,100.0,0.0,None,0.0,0.0,,30.0,Hastings District,Nil,0.0,0.0,0.0,1.0,0.0,0.0,Open,0.0,0.0,0.0,Fine
659676,1930835.0,5603667.0,548100.0,0.0,0.0,2.0,Null,2015/2016,WINDSOR AVENUE,HERETAUNGA ST EAST,Non-Injury Crash,No,2016,West,0.0,,Flat,,,,,Dark,1500300.0,0.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,50.0,,On,0.0,0.0,,30.0,Hastings District,Stop,,,,,0.0,0.0,Urban,0.0,,,Fine
283929,1932274.0,5609028.0,545721.0,0.0,0.0,1.0,Null,2007/2008,PAKOWHAI ROAD,RUAHAPIA ROAD,Minor Crash,No,2008,South,0.0,,Flat,,,,,Bright sun,1471600.0,2.0,0.0,0.0,3.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,100.0,,Null,0.0,0.0,,30.0,Hastings District,Give way,,,,,0.0,0.0,Open,1.0,,,Fine
28300,1931419.0,5605840.0,548000.0,0.0,0.0,2.0,Null,2005/2006,Z FCT MCGINTY MOTEL,KARAMU/WARWICK,Non-Injury Crash,No,2006,West,0.0,,Flat,,,,,Twilight,1496700.0,0.0,0.0,0.0,1.0,0.0,,,Hawke's Bay Region,Nil,Off road,Sealed,0.0,0.0,,50.0,,On,0.0,0.0,,30.0,Hastings District,Nil,,,,,0.0,0.0,Urban,0.0,,,Fine
621478,1930774.0,5607785.0,545710.0,0.0,0.0,1.0,North,2000/2001,PAKOWHAI ROAD,EVENDEN ROAD,Minor Crash,No,2000,North,0.0,,Flat,,,,,Dark,1471100.0,1.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,100.0,,None,0.0,0.0,,30.0,Hastings District,Nil,,,,,0.0,0.0,Open,0.0,,,Fine
107636,1914217.0,5656758.0,545912.0,0.0,0.0,1.0,South,2016/2017,SH 5,MOHAKA BR,Non-Injury Crash,Yes,2016,South,0.0,0.0,Hill Road,0.0,,0.0,0.0,Dark,1414504.0,0.0,0.0,0.0,3.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,100.0,0.0,None,0.0,0.0,,30.0,Hastings District,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,Open,0.0,0.0,0.0,Light rain
328035,1927635.0,5607391.0,547800.0,0.0,0.0,2.0,Null,2017/2018,OMAHU ROAD,SH 50A,Non-Injury Crash,No,2018,North,0.0,,Flat,,,,,Bright sun,1476600.0,0.0,0.0,0.0,4.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,50.0,,Null,0.0,0.0,,30.0,Hastings District,Give way,,,,,0.0,0.0,Urban,0.0,,,Fine
46148,1929948.0,5605347.0,548200.0,0.0,0.0,3.0,Null,2015/2016,ST AUBYN ST WEST,KING ST NORTH,Non-Injury Crash,No,2015,North,0.0,,Flat,,,,,Bright sun,1491500.0,0.0,0.0,0.0,4.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,50.0,,Null,0.0,0.0,,30.0,Hastings District,Give way,,,,,0.0,0.0,Urban,0.0,,,Fine
595727,1931904.0,5604721.0,548000.0,0.0,0.0,2.0,East,2008/2009,BEATTY PLACE,BEATTY ST,Non-Injury Crash,No,2008,South,0.0,0.0,Flat,0.0,,0.0,0.0,Dark,1498300.0,0.0,0.0,0.0,2.0,0.0,1.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,50.0,0.0,On,0.0,0.0,,30.0,Hastings District,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine
517463,1930185.0,5605031.0,548200.0,0.0,0.0,3.0,Null,2002/2003,ST AUBYN ST EAST,KARAMU ROAD NORTH,Non-Injury Crash,No,2003,North,0.0,,Flat,,,,,Dark,1494100.0,0.0,0.0,0.0,3.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,50.0,,On,0.0,0.0,,30.0,Hastings District,Traffic Signals,,,,,0.0,0.0,Urban,0.0,,,Fine
217385,1929441.0,5608839.0,545710.0,0.0,0.0,1.0,Null,2010/2011,SH 50A,EVENDEN ROAD,Non-Injury Crash,Yes,2010,North,0.0,0.0,Flat,0.0,,0.0,0.0,Bright sun,1471201.0,0.0,0.0,0.0,4.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,100.0,0.0,Null,0.0,0.0,,30.0,Hastings District,Give way,0.0,1.0,0.0,0.0,0.0,0.0,Open,0.0,0.0,0.0,Fine
704831,1927032.0,5635767.0,545811.0,0.0,0.0,1.0,North,2004/2005,SH 5,BEATTIE ROAD,Minor Crash,Yes,2005,North,0.0,0.0,Flat,0.0,,0.0,0.0,Overcast,1414700.0,1.0,0.0,0.0,2.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,100.0,0.0,Null,0.0,0.0,,30.0,Hastings District,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Open,0.0,0.0,0.0,Light rain
165596,1931921.0,5604567.0,548000.0,0.0,0.0,2.0,North,2010/2011,BEATTY ST,HOOD ST,Non-Injury Crash,No,2011,North,0.0,0.0,Flat,0.0,,0.0,0.0,Bright sun,1499000.0,0.0,0.0,0.0,2.0,0.0,1.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,50.0,0.0,Null,0.0,0.0,,30.0,Hastings District,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine
275200,1929551.8914,5605251.6209,548200.0,0.0,0.0,2.0,Null,2019/2020,NELSON STREET SOUTH,HERETAUNGA STREET WEST,Non-Injury Crash,No,2020,East,0.0,,Flat,,,,,Bright sun,1488900.0,0.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,50.0,,Off,0.0,0.0,,30.0,Hastings District,Traffic Signals,,,,,0.0,0.0,Urban,0.0,,,Fine
41126,1934550.0,5641197.0,545811.0,0.0,0.0,0.0,Null,2005/2006,SH 2,TE NGARU BR,Non-Injury Crash,Yes,2005,South,0.0,0.0,Hill Road,0.0,,0.0,0.0,Overcast,1415600.0,0.0,0.0,0.0,2.0,0.0,0.0,,Hawke's Bay Region,Bridge,2-way,Sealed,0.0,0.0,0.0,100.0,0.0,Null,0.0,0.0,,30.0,Hastings District,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Open,1.0,0.0,0.0,Light rain
427196,1925261.0,5602449.0,545842.0,0.0,0.0,1.0,South,2016/2017,SH 50A,LONGLANDS ROAD WEST,Non-Injury Crash,Yes,2017,South,0.0,,Flat,,,,,Overcast,1470213.0,0.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,100.0,,None,0.0,0.0,,30.0,Hastings District,Nil,,,,,1.0,0.0,Open,0.0,,,Light rain
49625,1932559.0,5601696.0,548831.0,1.0,0.0,1.0,West,2003/2004,HAVELOCK ROAD,TE AUTE ROAD,Serious Crash,No,2003,West,0.0,,Flat,,,,,Dark,1509600.0,0.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,1.0,,50.0,,On,0.0,0.0,,30.0,Hastings District,Nil,,,,,0.0,0.0,Urban,0.0,,,Light rain
123569,1930935.0,5613540.0,545831.0,0.0,0.0,2.0,Null,2014/2015,SH 50A,LINKS ROAD,Minor Crash,Yes,2014,North,0.0,,Flat,,,,,Dark,1404600.0,2.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,100.0,,On,0.0,0.0,,30.0,Hastings District,Give way,,,,,0.0,0.0,Open,0.0,,,Fine
305529,1928842.0,5603900.0,547900.0,1.0,0.0,1.0,Null,2001/2002,RAILWAY ROAD,MURDOCH ROAD WEST,Minor Crash,No,2001,West,0.0,,Flat,,Labour Weekend,,,Overcast,1482600.0,1.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,70.0,,Null,0.0,0.0,,30.0,Hastings District,Stop,,,,,0.0,0.0,Urban,0.0,,,Fine
475360,1926481.0,5606558.0,545761.0,0.0,0.0,1.0,North,2012/2013,SH 50A,FLAXMERE AVENUE,Minor Crash,Yes,2012,North,0.0,0.0,Flat,0.0,,0.0,0.0,Dark,1469905.0,1.0,0.0,0.0,2.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,100.0,0.0,On,0.0,0.0,50.0,30.0,Hastings District,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Open,0.0,0.0,0.0,Fine
685703,1931047.0,5605559.0,548000.0,0.0,0.0,1.0,South,2012/2013,GROVE ROAD,KARAMU ROAD NORTH,Minor Crash,No,2013,South,0.0,1.0,Flat,0.0,Easter,0.0,0.0,Dark,1497500.0,1.0,0.0,0.0,2.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,50.0,0.0,On,0.0,0.0,,30.0,Hastings District,Traffic Signals,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine
534865,1930445.0,5605078.0,548200.0,0.0,0.0,2.0,Null,2011/2012,WARREN ST NORTH,VICTORIA ST,Non-Injury Crash,No,2012,North,0.0,,Flat,,,,,Bright sun,1494500.0,0.0,0.0,0.0,1.0,0.0,,,Hawke's Bay Region,Nil,2-way,Unsealed,0.0,0.0,,50.0,,Null,0.0,0.0,30.0,30.0,Hastings District,Give way,,,,,0.0,0.0,Urban,0.0,,,Fine
83791,1930137.0,5604489.0,548200.0,0.0,0.0,1.0,Null,2010/2011,HERETAUNGA ST EAST,MILLER ST,Non-Injury Crash,No,2010,East,0.0,,Flat,,,,,Twilight,1493800.0,0.0,0.0,1.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,50.0,,On,0.0,0.0,,30.0,Hastings District,Give way,,,,,0.0,0.0,Urban,0.0,,,Fine
649072,1918563.0,5614647.0,545821.0,0.0,0.0,0.0,South,2017/2018,TAIHAPE ROAD,KAWERA ROAD,Non-Injury Crash,No,2018,South,0.0,0.0,Flat,0.0,Queens Birthday,0.0,0.0,Overcast,1408401.0,0.0,0.0,0.0,2.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,100.0,0.0,Null,0.0,0.0,,30.0,Hastings District,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,Open,1.0,0.0,0.0,Fine
476711,1930049.0,5606720.0,547600.0,0.0,0.0,1.0,North,2005/2006,TAWA ST,KOWHAI ST,Non-Injury Crash,No,2005,South,0.0,0.0,Flat,0.0,,0.0,0.0,Dark,1484600.0,0.0,0.0,0.0,2.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,50.0,0.0,None,0.0,0.0,,30.0,Hastings District,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine
73095,1922702.0,5609942.0,545710.0,0.0,0.0,1.0,Null,2006/2007,SH 50,MERE ROAD,Minor Crash,Yes,2007,South,0.0,0.0,Flat,0.0,,0.0,0.0,Bright sun,1469703.0,1.0,0.0,0.0,2.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,100.0,0.0,Null,0.0,0.0,,30.0,Hastings District,Stop,0.0,0.0,0.0,0.0,1.0,0.0,Open,0.0,0.0,0.0,Fine
63421,1916081.0,5604836.0,545841.0,0.0,0.0,1.0,Null,2015/2016,SH 50,MARAEKAKAHO ROAD,Non-Injury Crash,Yes,2016,West,0.0,0.0,Flat,0.0,,0.0,0.0,Bright sun,1462901.0,0.0,0.0,0.0,2.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,100.0,0.0,Null,0.0,0.0,,30.0,Hastings District,Give way,0.0,0.0,0.0,0.0,0.0,0.0,Open,1.0,0.0,0.0,Fine
234064,1928765.0,5606251.0,548500.0,0.0,0.0,1.0,South,2008/2009,MARAEKAKAHO ROAD,HERETAUNGA ST WEST,Minor Crash,No,2009,South,0.0,,Flat,,,,,Overcast,1478800.0,1.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,50.0,,Null,0.0,0.0,,30.0,Hastings District,Nil,,,,,1.0,0.0,Urban,0.0,,,Light rain
681974,1925220.0,5606292.0,548620.0,0.0,0.0,1.0,North,1999/2000,BIRKENHEAD CRESCENT,SCARBOROUGH ROAD E,Non-Injury Crash,No,2000,North,0.0,1.0,Flat,0.0,,0.0,0.0,Dark,1474900.0,0.0,0.0,0.0,2.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,50.0,0.0,On,0.0,0.0,,30.0,Hastings District,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Light rain
258250,1929751.801,5605206.4939,548200.0,0.0,0.0,2.0,Null,2018/2019,QUEEN STREET WEST,KING STREET NORTH,Non-Injury Crash,No,2018,South,0.0,,Flat,,Christmas New Year,,,Bright sun,1490800.0,0.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,50.0,,Off,0.0,0.0,,30.0,Hastings District,Give way,,,,,0.0,0.0,Urban,0.0,,,Fine
624615,1923326.3077,5596637.8136,545851.0,0.0,0.0,1.0,East,2016/2017,SH 2,KENNELS CNR,Minor Crash,Yes,2016,North,0.0,0.0,Flat,1.0,,0.0,0.0,Bright sun,1463900.0,1.0,0.0,0.0,2.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,100.0,0.0,None,0.0,0.0,,30.0,Hastings District,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,Open,0.0,0.0,0.0,Fine
378271,1932537.0,5603588.0,545721.0,0.0,0.0,2.0,Null,2017/2018,ST GEORGES ROAD,CROSSES ROAD,Non-Injury Crash,No,2017,South,0.0,,Flat,,,,,Bright sun,1472702.0,0.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,80.0,,Null,0.0,0.0,,30.0,Hastings District,Stop,,,,,0.0,0.0,Open,0.0,,,Fine
677013,1932771.0,5608541.0,545722.0,0.0,0.0,0.0,North,2007/2008,WHAKATU ROAD,RUAHAPIA ROAD,Minor Crash,No,2008,South,0.0,1.0,Flat,0.0,,1.0,0.0,Overcast,1405700.0,1.0,0.0,0.0,2.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,100.0,0.0,Null,0.0,0.0,,30.0,Hastings District,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Open,1.0,0.0,0.0,Light rain
545411,1925650.0,5606424.0,548620.0,0.0,0.0,1.0,North,2006/2007,WILSON ROAD,CRAIL AVENUE,Non-Injury Crash,No,2007,South,0.0,0.0,Flat,0.0,Queens Birthday,0.0,0.0,Dark,1475702.0,0.0,0.0,0.0,2.0,0.0,1.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,50.0,0.0,On,0.0,0.0,,30.0,Hastings District,Give way,0.0,0.0,0.0,0.0,0.0,0.0,Urban,1.0,0.0,0.0,Fine
300654,1928818.0,5600976.0,545852.0,0.0,0.0,1.0,Null,2010/2011,TE AUTE ROAD,LONGLANDS ROAD EAST,Non-Injury Crash,No,2011,East,0.0,,Flat,,,,,Overcast,1465700.0,0.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,100.0,,Null,1.0,0.0,,30.0,Hastings District,Give way,,,,,0.0,0.0,Open,0.0,,,Fine
666320,1933290.0,5602719.0,545750.0,0.0,0.0,0.0,North,2012/2013,NAPIER ROAD,CROSSES ROAD,Minor Crash,No,2012,North,0.0,1.0,Flat,0.0,,1.0,0.0,Overcast,1466202.0,1.0,0.0,0.0,2.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,50.0,0.0,Null,0.0,0.0,,30.0,Hastings District,Nil,0.0,0.0,0.0,1.0,1.0,0.0,Urban,0.0,0.0,0.0,Fine
135727,1930352.0,5604805.0,548200.0,0.0,0.0,2.0,South,2004/2005,ST AUBYN ST EAST,HASTINGS ST,Minor Crash,No,2004,North,0.0,,Flat,,,,,Bright sun,1493502.0,1.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,50.0,,Null,0.0,0.0,,30.0,Hastings District,Nil,,,,,0.0,0.0,Urban,0.0,,,Fine
415717,1930332.0,5605132.0,548200.0,0.0,0.0,2.0,South,2004/2005,KARAMU ROAD NORTH,VICTORIA ST,Non-Injury Crash,No,2004,North,0.0,,Flat,,,,,Overcast,1494100.0,0.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,50.0,,None,0.0,0.0,,30.0,Hastings District,Nil,,,,,0.0,0.0,Urban,1.0,,,Fine
90369,1927607.0,5607382.0,548500.0,0.0,1.0,1.0,Null,2004/2005,OMAHU ROAD,SH 50A,Non-Injury Crash,Yes,2004,West,0.0,,Flat,,,,,Bright sun,1477900.0,0.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,50.0,,Null,0.0,0.0,,30.0,Hastings District,Give way,,,,,0.0,0.0,Urban,0.0,,,Fine
171860,1931748.0,5604634.0,548000.0,0.0,0.0,1.0,West,2009/2010,Z DWAY 1025 SUSSEX,SUSSEX/GROVE,Serious Crash,No,2010,South,0.0,,Flat,,,,,Bright sun,1498800.0,0.0,0.0,0.0,2.0,0.0,,1.0,Hawke's Bay Region,Nil,2-way,Sealed,0.0,1.0,,50.0,,Null,0.0,0.0,,30.0,Hastings District,Nil,,,,,0.0,0.0,Urban,0.0,,,Fine
337509,1931546.0,5602881.0,545762.0,0.0,0.0,2.0,Null,2007/2008,HAVELOCK ROAD,ST GEORGES ROAD,Fatal Crash,No,2007,East,1.0,,Flat,,,,,Overcast,1468500.0,1.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,1.0,,70.0,,Null,0.0,0.0,,30.0,Hastings District,Give way,,,,,0.0,0.0,Urban,0.0,,,Fine
430484,1929560.0,5605258.0,548200.0,0.0,0.0,2.0,Null,2003/2004,HERETAUNGA ST WEST,NELSON ST NORTH,Non-Injury Crash,No,2003,South,0.0,,Flat,,,,,Overcast,1490100.0,0.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,50.0,,Null,0.0,0.0,,30.0,Hastings District,Traffic Signals,,,,,0.0,0.0,Urban,0.0,,,Fine
282714,1923406.0,5614695.0,545821.0,0.0,0.0,2.0,South,2001/2002,SWAMP ROAD,MOTEO PA ROAD,Non-Injury Crash,No,2002,North,0.0,0.0,Flat,0.0,,0.0,0.0,Overcast,1408500.0,0.0,0.0,0.0,2.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,100.0,0.0,Null,0.0,0.0,,30.0,Hastings District,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Open,0.0,0.0,2.0,Light rain
104861,1930529.0,5604966.0,548200.0,0.0,0.0,1.0,Null,2001/2002,VICTORIA ST,HASTINGS ST NORTH,Minor Crash,No,2002,South,0.0,,Flat,,,,,Bright sun,1494500.0,1.0,0.0,1.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,50.0,,Null,0.0,0.0,,30.0,Hastings District,Give way,,,,,0.0,0.0,Urban,0.0,,,Fine
16688,1909362.0,5667407.0,545911.0,0.0,0.0,0.0,South,2010/2011,SH 5,TATARAAKINA ROAD,Serious Crash,Yes,2011,South,0.0,,Flat,,,,,Bright sun,1281200.0,1.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,1.0,,100.0,,Null,1.0,0.0,,30.0,Hastings District,Nil,,,,,1.0,0.0,Open,0.0,,,Fine
508443,1928886.0,5606148.0,547700.0,1.0,0.0,1.0,South,2009/2010,HERETAUNGA ST WEST,STORTFORD ST,Minor Crash,No,2010,North,0.0,,Flat,,,,,Bright sun,1486700.0,1.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,50.0,,Null,0.0,0.0,,30.0,Hastings District,Nil,,,,,0.0,0.0,Urban,0.0,,,Fine
375967,1927697.0,5607488.0,545710.0,0.0,0.0,2.0,East,2015/2016,SH 50A,OMAHU ROAD,Non-Injury Crash,Yes,2015,East,0.0,,Flat,,Labour Weekend,,,Bright sun,1471201.0,0.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,100.0,,Null,0.0,0.0,,30.0,Hastings District,Unknown,,,,,0.0,0.0,Open,0.0,,,Fine
138932,1928957.0,5598305.0,545851.0,0.0,0.0,1.0,Null,2008/2009,MIDDLE ROAD,CRYSTALL ROAD,Minor Crash,No,2009,South,0.0,0.0,Flat,0.0,,0.0,0.0,Dark,1465802.0,1.0,0.0,0.0,2.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,100.0,0.0,None,0.0,0.0,,30.0,Hastings District,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Open,0.0,0.0,0.0,Fine
341926,1934436.0,5599429.0,548833.0,0.0,0.0,1.0,North,2013/2014,TE MATA PEAK ROAD,PARK GATE,Minor Crash,No,2013,South,0.0,0.0,Hill Road,0.0,,0.0,0.0,Overcast,1467003.0,1.0,0.0,0.0,2.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,100.0,0.0,Null,0.0,0.0,,30.0,Hastings District,Nil,0.0,0.0,0.0,1.0,0.0,0.0,Open,0.0,0.0,0.0,Light rain
723983,1928813.0,5606243.0,547700.0,0.0,0.0,1.0,East,2000/2001,HERETAUNGA ST WEST,PAKOWHAI ROAD,Non-Injury Crash,No,2001,West,0.0,,Flat,,,,,Bright sun,1486600.0,0.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,50.0,,Null,0.0,0.0,,30.0,Hastings District,Nil,,,,,0.0,0.0,Urban,1.0,,,Fine
248248,1927123.0,5607790.0,545710.0,0.0,0.0,1.0,West,2005/2006,OMAHU ROAD,ORMOND ROAD,Non-Injury Crash,No,2005,East,0.0,,Flat,,,,,Overcast,1471000.0,0.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,50.0,,Null,0.0,0.0,,30.0,Hastings District,Nil,,,,,0.0,0.0,Urban,1.0,,,Fine
611211,1923650.0,5589223.0,545851.0,0.0,0.0,0.0,South,2008/2009,MIDDLE ROAD,BLIND ROAD,Serious Crash,No,2009,South,0.0,0.0,Hill Road,0.0,,0.0,0.0,Bright sun,1465903.0,0.0,0.0,1.0,2.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,1.0,0.0,100.0,0.0,Null,0.0,0.0,,30.0,Hastings District,Nil,0.0,0.0,0.0,1.0,0.0,0.0,Open,0.0,0.0,0.0,Fine
504565,1928359.0,5606689.0,547800.0,0.0,0.0,2.0,East,2000/2001,OMAHU ROAD,KARAITIANA ST,Non-Injury Crash,No,2001,North,0.0,,Flat,,,,,Bright sun,1477400.0,0.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,50.0,,Null,0.0,0.0,,30.0,Hastings District,Nil,,,,,0.0,0.0,Urban,0.0,,,Fine
